Category Code,Category Label
24802,"Onion, leek and garlic"
24802001,"Garlic, peeled or unpeeled, fresh or frozen, raw"
24802002,"Garlic, peeled or unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled, BBQ'd, deep-fried, with or without added fat"
24802003,"Garlic, peeled or unpeeled, fresh or frozen, boiled, microwaved or steamed, drained, with or without added fat"
24802004,"Leek, raw"
24802005,"Leek, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24802006,"Leek, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24802007,"Leek, boiled, microwaved or steamed, drained"
24802008,"Leek, boiled, casseroled, microwaved, poached, steamed or stewed, added fat not further defined"
24802009,"Onion, mature, brown skinned, peeled, raw"
24802010,"Onion, mature, red skinned, peeled, fresh or frozen, raw"
24802011,"Onion, mature, white skinned, peeled, fresh or frozen, raw"
24802012,"Onion, mature, peeled, fresh or frozen, raw, not further defined"
24802013,"Onion, mature, peeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24802014,"Onion, mature, peeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, butter, dairy blend or margarine"
24802015,"Onion, mature, peeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled, BBQ'd, canola oil"
24802016,"Onion, mature, peeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled, BBQ'd, olive oil"
24802017,"Onion, mature, peeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, other oil"
24802018,"Onion, mature, peeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24802019,"Onion, mature, peeled, fresh or frozen, boiled, microwaved or steamed, drained"
24802020,"Onion, mature, peeled, fresh or frozen, boiled, microwaved or steamed, drained, added fat not further defined"
24802021,"Onion, spring, raw"
24802022,"Onion, spring, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24802023,"Onion, spring, baked, roasted, fried, stir-fried, grilled or BBQ'd, fat not further defined"
24802024,"Onion, spring, boiled, microwaved or steamed, drained, with or without added fat"
24802025,"Shallot, peeled, raw"
24802026,"Shallot, peeled, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat"
24803,Mixtures of two or more vegetables
24803001,"Vegetable and/or fruit blend, dry powder"
24803002,"Mixed vegetables, Asian greens, raw"
24803003,"Mixed vegetables, Asian greens, stir-fried or fried, no added fat"
24803004,"Mixed vegetables, Asian greens, stir-fried or fried, fat not further defined"
24803005,"Mixed vegetables, Asian greens, boiled, microwaved or steamed, drained"
24803006,"Mixed vegetables, Asian greens, boiled, microwaved or steamed, drained, added fat not further defined"
24803007,"Mixed vegetables, fresh or frozen, raw"
24803008,"Mixed vegetables, fresh or frozen, with carrot, pumpkin or sweet potato, cooked, no added fat"
24803009,"Mixed vegetables, fresh or frozen, with carrot, pumpkin or sweet potato, cooked, fat not further defined"
24803010,"Mixed vegetables, fresh or frozen, without carrot, pumpkin or sweet potato, cooked, no added fat"
24803011,"Mixed vegetables, fresh or frozen, without carrot, pumpkin or sweet potato, cooked, fat not further defined"
24803012,"Mixed vegetables, fresh or frozen, broccoli & carrot, cooked"
24803013,"Mixed vegetables, fresh or frozen, broccoli, carrot & pea/bean, cooked, with or without fat"
24803014,"Mixed vegetables, fresh or frozen, carrot & pea/bean, cooked, with or without fat"
24803015,"Mixed vegetables, carrot, corn & pea/bean, canned, cooked, no added fat"
24803016,"Mixed vegetables, fresh, carrot, corn & pea/bean, cooked, with or without fat"
24803017,"Mixed vegetables, purchased frozen, carrot, corn & pea/bean, cooked, with or without fat"
249,Dishes where vegetable is the major component
24901,Vegetables and sauce
24901001,"Casserole, homemade, eggplant, homemade tomato based sauce"
24901002,"Casserole, commercial, vegetable"
24901003,"Casserole, homemade, vegetable, homemade gravy"
24901004,"Casserole, homemade, vegetable, homemade tomato based sauce"
24901005,"Curry, homemade, okra, homemade sauce"
24901006,"Curry, homemade, okra, with rice or noodles"
24901007,"Curry, commercial, potato & pea (aloo muttar)"
24901008,"Curry, homemade, potato, dairy based sauce"
24901009,"Curry, commercial, spinach & cheese (palak paneer)"
24901010,"Curry, commercial, vegetable, cream based sauce"
24901011,"Curry, homemade, vegetables, commercial sauce"
24901012,"Curry, homemade, vegetable, homemade sauce"
24901013,"Curry, homemade, vegetable, homemade coconut milk sauce"
24901014,"Curry, homemade, vegetable, homemade dairy based sauce"
24901015,"Curry, homemade, vegetable & egg, homemade dairy based sauce"
24901016,"Curry, homemade, vegetable, homemade sauce, with rice or noodles"
24901017,"Curry, homemade, vegetable & legume, homemade sauce"
24901018,"Stir-fry, homemade, egg & vegetable"
24901019,"Stir-fry, homemade, egg & vegetable, with rice or noodles"
24901020,"Stir-fry, homemade, green vegetable, homemade sauce"
24901021,"Stir-fry, commercial, vegetable"
24901022,"Stir-fry, homemade, vegetable"
24901023,"Stir-fry, homemade, vegetable, with noodles"
24901024,"Stir-fry, homemade, vegetable, with rice"
24901025,"Stir-fry, homemade, vegetable & nut or legume"
24901026,"Stir-fry, homemade, vegetable & nut or legume, with rice or noodles"
24902,Stuffed vegetables and vegetable dishes
24902001,"Cabbage roll, stuffed with meat & rice"
24902002,"Cabbage roll, stuffed with tomato & rice"
24902003,"Capsicum, stuffed with meat & rice"
24902004,"Capsicum, stuffed with tomato & rice"
24902005,"Mixed vegetables, stuffed with meat & rice"
24902006,"Mushroom, stuffed with cheese & bacon"
24902007,"Pepper, stuffed with cheese"
24902008,"Vine leaf, stuffed with rice & meat, homemade from basic ingredients"
24902009,"Vine leaf, stuffed with rice & tomato, commercial"
24902010,"Vine leaf, stuffed with rice & tomato, homemade from basic ingredients"
24903,Fried vegetable dishes
24903001,"Fritter, corn, fried or deep-fried"
24903002,"Fritter, zucchini, fried or deep-fried"
24903003,"Mixed vegetable, tempura coating, fried or deep fried, fat not further defined"
24903004,"Onion ring, breadcrumb coating, fried"
24903005,"Pakora (coated & deep fried vegetables), Indian restaurant-style"
24903006,"Zucchini slice, with bacon"
24903007,"Zucchini slice, without bacon"
24904,"Salads, vegetable based"
24904001,"Salad, broccoli, no added dressing"
24904002,"Salad, caprese, made with tomato, basil & mozzarella cheese, no added dressing"
24904003,"Salad, carrot, no added dressing"
24904004,"Salad, coleslaw, commercial, added dressing"
24904005,"Salad, coleslaw, homemade from basic ingredients, added dressing"
24904006,"Salad, coleslaw, with cheese, homemade from basic ingredients, added dressing"
24904007,"Salad, cucumber, no added dressing"
24904008,"Salad, fennel, no added dressing"
24904009,"Salad, garden, no added dressing"
24904010,"Salad, garden, added avocado, no added dressing"
24904011,"Salad, garden, added beef, lamb or pork, no added dressing"
24904012,"Salad, garden, added cheese, no added dressing"
24904013,"Salad, garden, added cheese & fruit, no added dressing"
24904014,"Salad, garden, added cheese & nuts &/or seeds, no added dressing"
24904015,"Salad, garden, added fruit, no added dressing"
24904016,"Salad, garden, added grains, no added dressing"
24904017,"Salad, garden, added nuts &/or seeds, no added dressing"
24904018,"Salad, garden, made from leafy greens, capsicum, cucumber & tomato, no added dressing"
24904019,"Salad, garden, made from leafy greens, carrot, cucumber & tomato, no added dressing"
24904020,"Salad, garden, made from leafy greens, cucumber, onion & tomato, no added dressing"
24904021,"Salad, garden, made from leafy greens, cucumber & tomato, no added dressing"
24904022,"Salad, garden, made from leafy greens & tomato, no added dressing"
24904023,"Salad, greek, no added dressing"
24904024,"Salad, green bean, no added dressing"
24904025,"Salad, made with rocket & parmesan, no added dressing"
24904026,"Salad, potato, commercial, added dressing"
24904027,"Salad, potato, homemade from basic ingredients, added dressing"
24904028,"Salad, roast vegetable, no added dressing"
24904029,"Salad, roast vegetable & cheese, no added dressing"
24904030,"Salad, tabouleh, commercial"
24904031,"Salad, tabouleh, homemade from basic ingredients"
24904032,"Salad, not further defined"
24905,"Salads, vegetable based, added meat, fish or eggs"
24905001,"Antipasto, pickled vegetables, cured meat & cheese"
24905002,"Salad, Asian style, made with cabbage, carrot, onion, fresh herbs, peanuts & poached chicken, no added dressing"
24905003,"Salad, Asian style, made with cabbage, carrot, onion, fresh herbs, peanuts & poached chicken, with dressing"
24905004,"Salad, caesar, made with lettuce, bacon, parmesan & croutons, no added dressing"
24905005,"Salad, caesar, made with lettuce, bacon, parmesan, croutons & egg, no added dressing"
24905006,"Salad, chicken caesar, made with lettuce, bacon, parmesan, croutons & chicken, no added dressing"
24905007,"Salad, chicken caesar, made with lettuce, bacon, parmesan, croutons, egg & chicken, no added dressing"
24905008,"Salad, garden, added bacon, no added dressing"
24905009,"Salad, garden, added bacon & cheese, no added dressing"
24905010,"Salad, garden, added cheese & beef, lamb or pork, no added dressing"
24905011,"Salad, garden, added cheese & egg, no added dressing"
24905012,"Salad, garden, added chicken, no added dressing"
24905013,"Salad, garden, added chicken & cheese, no added dressing"
24905014,"Salad, garden, added chicken & egg, no added dressing"
24905015,"Salad, garden, added egg, no added dressing"
24905016,"Salad, garden, added seafood, no added dressing"
24905017,"Salad, garden, added salmon or tuna, no added dressing"
24905018,"Salad, garden, added salmon or tuna & cheese, no added dressing"
24905019,"Salad, garden, added salmon or tuna & egg, no added dressing"
24905020,"Salad, garden, added tofu, no added dressing"
24905021,"Salad, potato, with bacon/ham, homemade from basic ingredients, regular fat dressing"
24905022,"Salad, Thai beef, made with lettuce, onion, cucumber, herbs, chilli & beef, no added dressing"
24905023,"Salad, Thai beef, made with lettuce, onion, cucumber, herbs, chilli & beef, with dressing"
25,Legume and pulse products and dishes
251,Mature legumes and pulses
25101,Mature legumes and pulses
25101001,"Bean, black, dried, boiled, microwaved or steamed, drained"
25101002,"Bean, haricot, dried"
25101003,"Bean, haricot, dried, boiled, microwaved or steamed, drained"
25101004,"Bean, lima, dried"
25101005,"Bean, lima, dried, boiled, microwaved or steamed, drained"
25101006,"Bean, lupin, raw"
25101007,"Bean, red kidney, dried"
25101008,"Bean, red kidney, dried, boiled, microwaved or steamed, drained"
25101009,"Bean, soya, dried"
25101010,"Bean, soya, dried, boiled, microwaved or steamed, drained"
25101011,"Chickpea, dried, boiled, microwaved or steamed, drained"
25101012,"Lentil, dried"
25101013,"Lentil, dried, cooked"
25101014,"Lentil, green or brown, dried"
25101015,"Lentil, green or brown, cooked"
25101016,"Lentil, red, dried"
25101017,"Lentil, red, cooked"
25101018,"Pea, split, dried"
25101019,"Pea, split, dried, boiled, microwaved or steamed, drained"
25102,"Mature legumes and pulses, commercially sterile"
25102001,"Bean, broad, canned, drained"
25102002,"Bean, cannellini, canned, drained"
25102003,"Bean, lupin, canned, drained"
25102004,"Bean, mixed, canned, drained"
25102005,"Bean, red, kidney, canned, drained"
25102006,"Bean, refried, canned"
25102007,"Bean, soya, canned, drained"
25102008,"Chickpea, canned, drained"
252,Mature legume and pulse products and dishes
25201,Legume and pulse products
25201001,"Flour, chick pea (besan)"
25201002,"Flour, soya"
25201003,"Miso, soyabean paste"
25201004,"Baked beans, canned in BBQ sauce, regular"
25201005,"Baked beans, canned in tomato sauce, regular"
25201006,"Baked beans, canned in tomato sauce, reduced salt"
25201007,"Baked beans, canned in tomato & cheese sauce, regular"
25201008,"Baked beans, canned in tomato sauce, with sausages, regular"
25201009,"Baked beans, all flavours (except tomato sauce), reduced salt"
25201010,"Baked beans, canned, not further defined"
25202,Dishes where mature legumes are the major component
25202001,Bean paste
25202002,"Casserole, homemade, vegetable & legumes, homemade tomato based sauce"
25202003,"Casserole, homemade, vegetable & tofu, homemade tomato based sauce"
25202004,"Casserole, homemade, vegetable & tofu, homemade tomato based sauce, with rice or pasta"
25202005,"Curry, homemade, chick pea & vegetable, homemade sauce, with rice or noodles"
25202006,"Curry, commercial, legume (dhal)"
25202007,"Curry, homemade, legume (dhal)"
25202008,"Curry or casserole, homemade, chick pea, homemade sauce"
25202009,"Falafel, chickpea patty, deep fried, fat not further defined"
25202010,"Rissole or patty, vegetable or lentil, commercial, baked, fried, grilled or BBQ'd, no added fat"
25202011,"Rissole or patty, vegetable or lentil, commercial, baked, fried, grilled or BBQ'd, fat not further defined"
25202012,"Rissole or patty, vegetable or lentil, homemade, baked, fried, grilled or BBQ'd, no added fat"
25202013,"Rissole or patty, vegetable or lentil, homemade, baked, fried, grilled or BBQ'd, fat not further defined"
25202014,"Salad, chickpea, with vegetables"
25202015,"Salad, three bean, commercial"
25202016,"Salad, three bean, homemade from basic ingredients"
26,Snack foods
261,Potato snacks
26101,Potato crisps
26101001,"Potato crisps or chips, cheese based flavours"
26101002,"Potato crisps or chips, flavoured, reduced fat"
26101003,"Potato crisps or chips, plain, salted"
26101004,"Potato crisps or chips, plain, unsalted"
26101005,"Potato crisps or chips, salt & vinegar flavoured"
26101006,"Potato crisps or chips, sour cream based flavours"
26101007,"Potato crisps or chips, other flavours"
26101008,"Potato crisps or chips, reformed, cheese flavour, salted"
26101009,"Potato crisps or chips, reformed, plain, salted"
26101010,"Potato crisps or chips, reformed, salt & vinegar flavoured"
26101011,"Potato crisps or chips, reformed, sour cream & chives flavour, salted"
26101012,"Potato crisps or chips, reformed, other flavours, salted"
26101013,"Potato crisps or chips, not further defined"
26101014,"Potato straws, French fries, plain"
26101015,"Potato straws, French fries, salt & vinegar flavoured"
26102,Other vegetable crisps
26102001,"Beetroot crisps or chips, plain, salted"
26102002,"Vegetable crisps or chips, plain, salted"
262,Corn snacks
26201,Corn chips
26201001,"Corn chips, cheese flavoured, salted"
26201002,"Corn chips, other flavours, salted"
26201003,"Corn chips, plain, toasted, no added salt"
26201004,"Corn chips, plain toasted, salted"
26201005,"Corn chips, puffed, plain, salted"
26201006,"Corn chips, not further defined"
26201007,"Taco shell, from corn flour, plain"
26202,Popcorn
26202001,"Popcorn, air-popped, no added fat or salt"
26202002,"Popcorn, commercial, butter flavoured, salted"
26202003,"Popcorn, microwaved, butter flavoured, salted"
26202004,"Popcorn, regular, unflavoured, salted, vegetable oil"
26202005,"Popcorn, regular, unflavoured, unsalted, vegetable oil"
26202006,"Popcorn, commercial, sugar coating"
263,Extruded or reformed snacks
26301,Extruded snacks
26301001,"Chip or crisp, soy"
26301002,"Extruded snack, cheese flavoured"
